alpha 	 VyazovkinE 	 OzawaE 	 FridmanE
0.418	104.365646839142	114.950697588862	61.4071641820905	
0.419	104.263722896576	114.849782897034	61.5994293338186	
0.42	104.162395000458	114.749080372732	61.7922573466239	
0.421	104.062855243683	114.64993249575	61.7900795548751	
0.422	103.963315486908	114.551359728711	61.6056582632064	
0.423	103.864371776581	114.452990676561	61.3109220862641	
0.424	103.764832019806	114.353999791821	61.1442716287996	
0.425	103.664696216583	114.254522090496	61.089889249906	
0.426	103.565156459808	114.155252231438	61.0821870733126	
0.427	103.465616703033	114.056189568215	61.1077740991695	
0.428	103.366076946259	113.957351736613	61.1294173097204	
0.429	103.267133235931	113.85923355168	61.074080675226	
0.43	103.168785572052	113.761317528044	61.0188575828046	
0.431	103.070437908173	113.663603049651	60.9637476867342	
0.432	102.972090244293	113.566089503685	60.9087506430697	
0.433	102.874338626862	113.4687762782	61.3078609388053	
0.434	102.77658700943	113.371662765114	62.2581429947948	
0.435	102.681815624237	113.277632779418	62.7410956812938	
0.436	102.590620517731	113.187091581716	62.6883620475532	
0.437	102.499425411224	113.096725617506	62.6357299782782	
0.438	102.408826351166	113.006534383377	62.5726877748693	
0.439	102.318227291107	112.916517377519	62.1170827929353	
0.44	102.227628231049	112.82667410004	61.357074612896	
0.441	102.137625217438	112.737004053548	60.5804071911164	
0.442	102.047622203827	112.647506741707	59.7998229815832	
0.443	101.954638957977	112.5556287814	59.4067410241072	
0.444	101.860463619232	112.461646296998	59.4418230987226	
0.445	101.765692234039	112.367852444539	60.994344497486	
0.446	101.672112941742	112.274532689435	62.4571250486375	
0.447	101.587474346161	112.190540580399	62.4073263208516	
0.448	101.50283575058	112.106699736414	62.3576177739588	
0.449	101.418793201447	112.023009754802	62.3079991656927	
0.45	101.334750652313	111.939470234685	62.2584702549203	
0.451	101.25070810318	111.856080776906	62.209030801358	
0.452	101.166665554047	111.7728409828	62.159680565057	
0.453	101.083219051361	111.689750456065	62.1104193075217	
0.454	100.999772548676	111.606808801249	62.0612467909092	
0.455	100.91632604599	111.52401562425	62.0045721311127	
0.456	100.832879543304	111.441370532634	61.9423553851738	
0.457	100.750029087067	111.358873135012	61.9526809858518	
0.458	100.667178630829	111.276441810323	61.9757904209073	
0.459	100.584924221039	111.19457351444	61.9278970572194	
0.46	100.502073764801	111.112855914656	61.8789910339349	
0.461	100.420415401459	111.031281972585	61.7846471794535	
0.462	100.338160991669	110.949851318537	61.4267196855988	
0.463	100.256502628326	110.868563583512	60.7765581809974	
0.464	100.174844264984	110.787418400007	60.1327307319657	
0.465	100.093185901642	110.706415401703	59.495127878317	
0.466	100.010335445404	110.624068142157	59.0882977887517	
0.467	99.9251008033752	110.539515064288	59.0394674465185	
0.468	99.8398661613464	110.45511483185	59.0833083641141	
0.469	99.7552275657654	110.370867041255	59.7099659241371	
0.47	99.6705889701843	110.286771290631	60.3727993300127	
0.471	99.5901226997375	110.206716195029	60.3677788895751	
0.472	99.5102524757385	110.12719617835	60.2945926571714	
0.473	99.4297862052917	110.047659043457	60.2439649477797	
0.474	99.3499159812927	109.968237182696	60.1961177675409	
0.475	99.2700457572937	109.888948348611	60.1483534846657	
0.476	99.1901755332947	109.8097922245	60.1006718933082	
0.477	99.1109013557434	109.730768494013	60.0530727876327	
0.478	99.0316271781921	109.651876842231	60.0055559626501	
0.479	98.9523530006409	109.573116954911	59.958121214207	
0.48	98.8730788230896	109.494488518741	59.9676355744159	
0.481	98.7938046455383	109.415991221719	60.2704677741901	
0.482	98.7151265144348	109.337624752381	60.794468645117	
0.483	98.6376404762268	109.261093681982	61.0242371253882	
0.484	98.5625386238098	109.18631005552	61.0405366097703	
0.485	98.4874367713928	109.111643862207	61.1667087450107	
0.486	98.4123349189758	109.037094845574	61.3541259202095	
0.487	98.3378291130066	108.963409149436	61.4632771982007	
0.488	98.2645153999329	108.890382383982	61.4924352439217	
0.489	98.1912016868591	108.817475418921	61.5216466073035	
0.49	98.1178879737854	108.744788612888	61.5353889011666	
0.491	98.0451703071594	108.672590898817	61.492025737327	
0.492	97.9724526405334	108.60051076274	61.4487331738289	
0.493	97.8997349739075	108.528547920768	61.322975770584	
0.494	97.8276133537292	108.456702089813	60.9221801427666	
0.495	97.755491733551	108.384972987803	60.4750777575098	
0.496	97.6809859275818	108.31134019787	60.3729050125071	
0.497	97.6064801216125	108.23748916151	60.3293099919519	
0.498	97.5325703620911	108.163761611434	60.2857877061962	
0.499	97.4580645561218	108.090157241301	60.2423379744429	
0.5	97.3841547966003	108.016675745025	60.2306374480627	
0.501	97.3102450370789	107.943316817992	60.231513451084	
0.502	97.2363352775574	107.870080156724	60.233074528715	
0.503	97.1630215644836	107.797229753451	60.195112907024	
0.504	97.0897078514099	107.724533646473	60.1522550947085	
0.505	97.0169901847839	107.651958156067	60.2174018721965	
0.506	96.9436764717102	107.579502985168	60.8863709390031	
0.507	96.8709588050842	107.507167837393	62.1926303055696	
0.508	96.801221370697	107.437901551634	62.9587632614777	
0.509	96.7362523078918	107.373363181489	62.9130350214396	
0.51	96.6712832450867	107.308921051335	62.8024775164157	
0.511	96.6063141822815	107.244574948675	62.586972775112	
0.512	96.5413451194763	107.180324661628	62.3722182425521	
0.513	96.4763760566711	107.116169979347	62.1582098724229	
0.514	96.4120030403137	107.052007156153	61.9611975406276	
0.515	96.3464379310608	106.9869437395	61.9211267329167	
0.516	96.2808728218079	106.921978158728	61.8720870629645	
0.517	96.2153077125549	106.85711019649	61.8198003662818	
0.518	96.1503386497498	106.792339635467	61.7245769987449	
0.519	96.0847735404968	106.727595439714	61.4427385149726	
0.52	96.0198044776917	106.662934854016	60.9289661264853	
0.521	95.953643321991	106.597610611026	60.5452045420934	
0.522	95.8862900733948	106.530422078351	60.5046586595202	
0.523	95.8183407783508	106.463338142223	60.4641758455699	
0.524	95.7509875297546	106.396358561607	60.4237559543371	
0.525	95.6836342811584	106.329483095839	60.3833988402058	
0.526	95.6162810325623	106.262711504713	60.3431043578372	
0.527	95.5489277839661	106.19604354928	60.3028723627008	
0.528	95.4821705818176	106.129478990733	60.2627027102296	
0.529	95.4148173332214	106.063017591974	60.2225952568329	
0.53	95.348060131073	105.996659115359	60.1825498590526	
0.531	95.2813029289246	105.930403324991	60.2115496518652	
0.532	95.2145457267761	105.864249985206	60.5656150191071	
0.533	95.1477885246277	105.798198861216	61.1866438028832	
0.534	95.0828194618225	105.7336361496	61.312249180178	
0.535	95.0202345848084	105.671474123749	60.5095400622797	
0.536	94.9576497077942	105.609453839908	59.5158120520843	
0.537	94.89506483078	105.54752453834	58.5374945744141	
0.538	94.8330760002136	105.485686020936	57.5741440424712	
0.539	94.7669148445129	105.420191501824	57.2213818268878	
0.54	94.698965549469	105.352843133658	57.182447975213	
0.541	94.631016254425	105.285600129646	57.1435750856992	
0.542	94.5636630058289	105.218462245468	57.1047630161832	
0.543	94.4963097572327	105.151429237407	57.0660116248888	
0.544	94.4283604621887	105.084500862743	57.0389186102645	
0.545	94.3610072135925	105.017676879302	57.0726863977824	
0.546	94.2942500114441	104.950957045597	57.1811058713867	
0.547	94.2268967628479	104.884535300715	57.2542985134111	
0.548	94.1607356071472	104.818838322604	57.2397671805718	
0.549	94.0945744514465	104.753242262813	57.2612342490081	
0.55	94.0290093421936	104.687746891436	57.2845888936275	
0.551	93.9628481864929	104.62251961798	57.28199299552	
0.552	93.8978791236877	104.557623077932	57.2443679531946	
0.553	93.8323140144348	104.492825947743	57.2068002935163	
0.554	93.7673449516296	104.428128001283	57.1692898858354	
0.555	93.7017798423767	104.363529013073	57.1318365998653	
0.556	93.6368107795715	104.299028758165	57.0944403060967	
0.557	93.5718417167664	104.234627012272	57.0571008748077	
0.558	93.5074687004089	104.170323552158	57.4215097214974	
0.559	93.4424996376038	104.106118154815	58.5364572711767	
0.56	93.3781266212463	104.042010598118	59.4476114700694	
0.561	93.3197140693665	103.98412114324	59.0077219500151	
0.562	93.2613015174866	103.926410247107	58.4935510898502	
0.563	93.2034850120544	103.86877899402	57.9836181970573	
0.564	93.1450724601746	103.811227221268	57.477436701212	
0.565	93.0854678153992	103.752089401404	57.2177159302761	
0.566	93.0246710777283	103.691838171629	57.1204239294647	
0.567	92.9638743400574	103.631672872868	57.0224201420892	
0.568	92.9036736488342	103.571404508994	56.9524890411609	
0.569	92.8422808647156	103.510998680446	56.9163294353257	
0.57	92.7814841270447	103.450677747305	56.8802215967052	
0.571	92.7206873893738	103.390441536272	56.8313792062624	
0.572	92.6604866981506	103.330289874927	56.6316802813008	
0.573	92.5996899604797	103.270222590441	56.2707837474615	
0.574	92.5388932228088	103.210088038092	55.9361934927054	
0.575	92.4769043922424	103.148404729908	55.8999790653732	
0.576	92.414915561676	103.086810720915	55.8638178002878	
0.577	92.3529267311096	103.025305822429	55.827709583003	
0.578	92.2909379005432	102.963889845792	55.7916542989855	
0.579	92.2289490699768	102.902562602892	55.7556518341023	
0.58	92.1675562858582	102.841323906261	55.7197020746631	
0.581	92.1061635017395	102.780173569096	55.6901552362071	
0.582	92.0441746711731	102.719111404869	55.7742468015664	
0.583	91.9827818870544	102.658137227688	55.8658522906511	
0.584	91.9213891029358	102.59729621911	55.9478932276776	
0.585	91.8611884117126	102.537303121787	56.0087905965372	
0.586	91.8003916740417	102.477397061608	56.3597752561364	
0.587	91.7401909828186	102.41757785102	56.9866567884138	
0.588	91.681182384491	102.359044259558	57.4333519547672	
0.589	91.6245579719543	102.302539596177	57.5250728775173	
0.59	91.56733751297	102.246112677681	57.6169537972122	
0.591	91.5107131004334	102.18976334578	57.7089955223113	
0.592	91.4540886878967	102.133992158959	57.718183145748	
0.593	91.3986563682556	102.078553571338	57.6848536832802	
0.594	91.3426280021667	102.023190284548	57.6515693685964	
0.595	91.2865996360779	101.967902146756	57.6183301106522	
0.596	91.2311673164368	101.912689006856	57.5851358185628	
0.597	91.1757349967957	101.857550714156	57.5519864019244	
0.598	91.1197066307068	101.80248711782	57.5209669443495	
0.599	91.0642743110657	101.74749806797	57.5720121438312	
0.6	91.0088419914246	101.69258341501	57.8431082581382	
0.601	90.9540057182312	101.637743009689	58.2529535144619	
0.602	90.8991694450378	101.58378654554	58.5120181441051	
0.603	90.8467173576355	101.531474569464	58.4799927840806	
0.604	90.7936692237854	101.479230554568	58.4480088614438	
0.605	90.7412171363831	101.427054370303	58.4160662963246	
0.606	90.6887650489807	101.374945885916	58.3841650091313	
0.607	90.6357169151306	101.322904971216	58.3523049202237	
0.608	90.5832648277283	101.270931496273	58.3204859505055	
0.609	90.5314087867737	101.219025331626	58.2887080207189	
0.61	90.4789566993713	101.167186347954	58.256971052145	
0.611	90.426504611969	101.115414416417	58.2252749660278	
0.612	90.3746485710144	101.063709408255	58.1936196840017	
0.613	90.3221964836121	101.012071195574	58.1625664484422	
0.614	90.2703404426575	100.960499649974	57.8560137852165	
0.615	90.2184844017029	100.908994644398	57.6695334571363	
0.616	90.1660323143005	100.85756159677	57.4947149429017	
0.617	90.1171565055847	100.808980033792	56.8560784071479	
0.618	90.0682806968689	100.760457846602	56.2609977437162	
0.619	90.0152325630188	100.708079082673	56.3280733906651	
0.62	89.9627804756165	100.656113260739	56.3404066790327	
0.621	89.9109244346619	100.604491137966	56.3097728533361	
0.622	89.8590683937073	100.552935501038	56.2791782385132	
0.623	89.8072123527527	100.501446222884	56.2486227596389	
0.624	89.7553563117981	100.450023176935	56.2181063422505	
0.625	89.7035002708435	100.398666237058	56.187628912086	
0.626	89.6516442298889	100.347375277154	56.1571903949059	
0.627	89.5997881889343	100.296150171761	56.1267907167664	
0.628	89.5479321479797	100.244990795463	56.1669762244509	
0.629	89.4966721534729	100.193897023365	56.4037797390511	
0.63	89.4454121589661	100.142868730845	56.7365254591153	
0.631	89.3941521644592	100.092519902845	56.9497549052127	
0.632	89.3446803092957	100.043505802707	56.9201403731555	
0.633	89.2952084541321	99.9945523846351	56.8905623008143	
0.634	89.2463326454163	99.9456595373422	56.8610206214943	
0.635	89.1968607902527	99.8968271494372	56.8363881343776	
0.636	89.1473889350891	99.8480551103475	56.8264120274617	
0.637	89.0985131263733	99.7993433094405	56.8267718666748	
0.638	89.0490412712097	99.7506916362521	56.8269751019582	
0.639	89.0001654624939	99.7021827746574	56.8140558185957	
0.64	88.9512896537781	99.6538374798273	56.7848280459551	
0.641	88.90300989151	99.6055514944392	56.7702545015776	
0.642	88.8541340827942	99.5573247106839	56.9325349561876	
0.643	88.8052582740784	99.5091570212286	57.2117605877213	
0.644	88.7569785118103	99.4610483190265	57.6471734488883	
0.645	88.7081027030945	99.4129984970751	58.1441107885832	
0.646	88.6604189872742	99.3655943301316	58.5273076560705	
0.647	88.6145234107971	99.3202628945354	58.5463227147677	
0.648	88.5692238807678	99.2752597423805	58.5181537426074	
0.649	88.5239243507385	99.2303088296737	58.4900172550306	
0.65	88.4786248207092	99.1854100667425	58.4619131962072	
0.651	88.4333252906799	99.1405633641611	58.4338415105147	
0.652	88.3880257606506	99.0957686325374	58.4058021426287	
0.653	88.3427262306213	99.0510257829772	58.3777950371361	
0.654	88.297426700592	99.0063347266994	58.3498201389839	
0.655	88.2527232170105	98.9616953749858	58.3202567634147	
0.656	88.2074236869812	98.9171076394442	58.2884097746799	
0.657	88.1627202033997	98.8725714318642	58.2563419677187	
0.658	88.1174206733704	98.8280866640981	58.5618326075489	
0.659	88.0727171897888	98.7836298358682	60.1720617793489	
0.66	88.0274176597595	98.7392215315656	62.192022883906	
0.661	87.985098361969	98.6973570795916	63.6540380352206	
0.662	87.9505276679993	98.6630885595508	63.6301606553697	
0.663	87.9159569740295	98.6288510955492	63.6063050118652	
0.664	87.8813862800598	98.5946446467582	63.5824710758437	
0.665	87.8468155860901	98.5604691724695	63.5586588183341	
0.666	87.8122448921204	98.5263246320623	63.5348682105265	
0.667	87.7776741981506	98.4922109850481	63.5110992240134	
0.668	87.7431035041809	98.4581281908894	63.4873518298405	
0.669	87.7085328102112	98.4240762091665	63.4219548008299	
0.67	87.6739621162415	98.3900549994234	63.1097819571163	
0.671	87.6399874687195	98.356064521571	62.7942630619015	
0.672	87.6054167747498	98.3221047353019	62.4804011735803	
0.673	87.57084608078	98.2881756004717	62.1681804513629	
0.674	87.5362753868103	98.2540332179283	61.9017168026507	
0.675	87.5005125999451	98.2185192426181	62.0267121231734	
0.676	87.4647498130798	98.183038279809	62.323711912383	
0.677	87.4289870262146	98.1475902857102	62.6223299930198	
0.678	87.3938202857971	98.1129391713848	62.7706879540024	
0.679	87.3592495918274	98.0792055031931	62.7472409531312	
0.68	87.3252749443054	98.0455017656011	62.7238149441852	
0.681	87.2913002967834	98.0118279206017	62.7004098999185	
0.682	87.2573256492615	97.9781839300364	62.6770257930744	
0.683	87.2233510017395	97.9445697558311	62.6536625966065	
0.684	87.1893763542175	97.91098536017	62.6303202834773	
0.685	87.1554017066956	97.8774307049911	62.6069988265092	
0.686	87.1214270591736	97.8439057525623	62.5836981986137	
0.687	87.0874524116516	97.8104104650788	62.5604183730418	
0.688	87.0534777641296	97.7769448047151	62.5371593227724	
0.689	87.0195031166077	97.7435087340593	62.5139210209924	
0.69	86.9855284690857	97.7101022153128	62.4907034407167	
0.691	86.9521498680115	97.6767252110119	62.4602472706462	
0.692	86.9181752204895	97.6433776837461	62.1011347561354	
0.693	86.8842005729675	97.6100595960936	61.2492528259328	
0.694	86.8508219718933	97.5767709106703	60.3791069177448	
0.695	86.8156552314758	97.5417956504952	59.8259655368933	
0.696	86.7775082588196	97.5042462336692	59.7819661919141	
0.697	86.7393612861633	97.466734407597	59.6950579830197	
0.698	86.7012143135071	97.4291784733129	59.2048304138681	
0.699	86.6636633872986	97.3916198754543	58.5176885747129	
0.7	86.6255164146423	97.3540986973926	57.8385145426129	
0.701	86.5873694419861	97.3166148843805	57.1671340310112	
0.702	86.5498185157776	97.2791683820588	56.5033784552278	
0.703	86.5092873573303	97.239423068088	56.2558624553506	
0.704	86.4681601524353	97.1984600458217	56.2301495010141	
0.705	86.4270329475403	97.1575403598209	56.2044640071721	
